"IBRC_Geo_ID","Metrofips/Microfips","Description","Year","Geography","Births","Deaths","Net International Migration","Net Domestic Migration","Residual"
"210100","10100","Aberdeen, SD","1990","Micro","151","91","-1","-156","15"
"210100","10100","Aberdeen, SD","1991","Micro","499","381","0","-133","-37"
"210100","10100","Aberdeen, SD","1992","Micro","550","407","10","-16","-19"
"210100","10100","Aberdeen, SD","1993","Micro","522","436","5","58","-13"
"210100","10100","Aberdeen, SD","1994","Micro","507","422","3","-29","-17"
"210100","10100","Aberdeen, SD","1995","Micro","503","381","12","-57","-14"
"210100","10100","Aberdeen, SD","1996","Micro","512","377","9","-112","-12"
"210100","10100","Aberdeen, SD","1997","Micro","537","414","10","-415","1"
"210100","10100","Aberdeen, SD","1998","Micro","514","409","13","-404","-1"
"210100","10100","Aberdeen, SD","1999","Micro","4815","3734","70","-1565","-103"
"210100","10100","Aberdeen, SD","1999","Micro","520","416","9","-301","-6"
"210100","10100","Aberdeen, SD","2000","Micro","116","99","1","-109","-1"
"210100","10100","Aberdeen, SD","2001","Micro","504","453","13","-363","-35"
"210100","10100","Aberdeen, SD","2002","Micro","453","398","13","-324","-29"
"210100","10100","Aberdeen, SD","2003","Micro","518","368","9","-226","-44"
"210100","10100","Aberdeen, SD","2004","Micro","504","393","12","-161","-36"
"210100","10100","Aberdeen, SD","2005","Micro","508","432","13","-36","-41"
"210100","10100","Aberdeen, SD","2006","Micro","502","384","13","-160","-28"
"210100","10100","Aberdeen, SD","2007","Micro","540","433","12","27","-6"
"210100","10100","Aberdeen, SD","2008","Micro","546","388","11","-204","0"
"210100","10100","Aberdeen, SD","2009","Micro","497","373","12","9","3"
"210100","10100","Aberdeen, SD","2010","Micro","137","100","11","69","1"
"210100","10100","Aberdeen, SD","2011","Micro","532","413","89","48","-3"
"210100","10100","Aberdeen, SD","2012","Micro","497","440","178","369","13"
"210100","10100","Aberdeen, SD","2013","Micro","574","438","22","423","3"
"210100","10100","Aberdeen, SD","2014","Micro","539","420","72","-113","-3"
"210100","10100","Aberdeen, SD","2015","Micro","535","437","84","4","-4"
"210100","10100","Aberdeen, SD","2016","Micro","553","402","161","79","-2"
"210100","10100","Aberdeen, SD","2017","Micro","604","417","249","-7","-3"
"210100","10100","Aberdeen, SD","2018","Micro","533","412","73","-487","2"
"210100","10100","Aberdeen, SD","2019","Micro","536","357","144","-539","0"
"210100","10100","Aberdeen, SD","2020","Micro","516","388","128","-440","-1"
"210140","10140","Aberdeen, WA","1990","Micro","252","174","-2","146","1"
"210140","10140","Aberdeen, WA","1991","Micro","966","740","24","46","-45"
"210140","10140","Aberdeen, WA","1992","Micro","964","729","27","537","-38"
"210140","10140","Aberdeen, WA","1993","Micro","892","745","7","462","-37"
"210140","10140","Aberdeen, WA","1994","Micro","859","725","25","527","-31"
"210140","10140","Aberdeen, WA","1995","Micro","838","733","12","516","-17"
"210140","10140","Aberdeen, WA","1996","Micro","872","718","25","330","-26"
"210140","10140","Aberdeen, WA","1997","Micro","884","747","32","87","-12"
"210140","10140","Aberdeen, WA","1998","Micro","881","792","29","-659","-11"
"210140","10140","Aberdeen, WA","1999","Micro","912","761","36","-543","-5"
"210140","10140","Aberdeen, WA","1999","Micro","8320","6864","215","1449","-221"
"210140","10140","Aberdeen, WA","2000","Micro","212","169","28","-114","0"
"210140","10140","Aberdeen, WA","2001","Micro","772","870","108","898","-53"
"210140","10140","Aberdeen, WA","2002","Micro","763","789","103","298","-66"
"210140","10140","Aberdeen, WA","2003","Micro","856","753","87","596","-63"
"210140","10140","Aberdeen, WA","2004","Micro","800","779","96","551","-70"
"210140","10140","Aberdeen, WA","2005","Micro","872","820","97","430","-69"
"210140","10140","Aberdeen, WA","2006","Micro","860","720","99","521","-50"
"210140","10140","Aberdeen, WA","2007","Micro","866","759","90","300","-8"
"210140","10140","Aberdeen, WA","2008","Micro","896","818","89","-56","-7"
"210140","10140","Aberdeen, WA","2009","Micro","908","771","88","134","-9"
"210140","10140","Aberdeen, WA","2010","Micro","219","196","9","28","-11"
"210140","10140","Aberdeen, WA","2011","Micro","829","798","40","-546","0"
"210140","10140","Aberdeen, WA","2012","Micro","798","767","28","-656","8"
"210140","10140","Aberdeen, WA","2013","Micro","794","841","26","-714","9"
"210140","10140","Aberdeen, WA","2014","Micro","746","804","17","-217","-5"
"210140","10140","Aberdeen, WA","2015","Micro","789","824","5","267","-6"
"210140","10140","Aberdeen, WA","2016","Micro","776","832","-4","590","-2"
"210140","10140","Aberdeen, WA","2017","Micro","736","851","-12","1074","5"
"210140","10140","Aberdeen, WA","2018","Micro","744","888","-17","1438","3"
"210140","10140","Aberdeen, WA","2019","Micro","724","887","-7","1433","-3"
"210140","10140","Aberdeen, WA","2020","Micro","748","978","0","1136","-3"
"210180","10180","Abilene, TX","1990","Metro","633","341","43","-526","-56"
"210180","10180","Abilene, TX","1991","Metro","2482","1308","148","-2362","-6"
"210180","10180","Abilene, TX","1992","Metro","2516","1454","170","223","-73"
"210180","10180","Abilene, TX","1993","Metro","2282","1368","197","858","-121"
"210180","10180","Abilene, TX","1994","Metro","2300","1439","133","-1000","-58"
"210180","10180","Abilene, TX","1995","Metro","2398","1467","184","451","-70"
"210180","10180","Abilene, TX","1996","Metro","2245","1467","197","-1300","-17"
"210180","10180","Abilene, TX","1997","Metro","2300","1437","259","-806","-8"
"210180","10180","Abilene, TX","1998","Metro","2387","1397","172","-784","-28"
"210180","10180","Abilene, TX","1999","Metro","2359","1456","147","-260","2"
"210180","10180","Abilene, TX","1999","Metro","21902","13134","1650","-5506","-435"
"210180","10180","Abilene, TX","2000","Metro","582","342","91","-463","-1"
"210180","10180","Abilene, TX","2001","Metro","2375","1547","134","-2667","-112"
"210180","10180","Abilene, TX","2002","Metro","2337","1577","-93","-689","-151"
"210180","10180","Abilene, TX","2003","Metro","2244","1471","-592","-18","-228"
"210180","10180","Abilene, TX","2004","Metro","2381","1573","465","-608","-147"
"210180","10180","Abilene, TX","2005","Metro","2457","1542","110","-732","-151"
"210180","10180","Abilene, TX","2006","Metro","2454","1515","289","-1145","-92"
"210180","10180","Abilene, TX","2007","Metro","2445","1513","69","-690","-10"
"210180","10180","Abilene, TX","2008","Metro","2427","1534","163","-1008","6"
"210180","10180","Abilene, TX","2009","Metro","2413","1515","120","-10","3"
"210180","10180","Abilene, TX","2010","Metro","541","410","89","123","-5"
"210180","10180","Abilene, TX","2011","Metro","2292","1501","206","68","-4"
"210180","10180","Abilene, TX","2012","Metro","2359","1590","529","-456","-10"
"210180","10180","Abilene, TX","2013","Metro","2391","1691","373","-1064","23"
"210180","10180","Abilene, TX","2014","Metro","2385","1597","433","-308","-20"
"210180","10180","Abilene, TX","2015","Metro","2415","1701","502","163","-17"
"210180","10180","Abilene, TX","2016","Metro","2420","1725","339","-712","-5"
"210180","10180","Abilene, TX","2017","Metro","2364","1711","269","-593","-5"
"210180","10180","Abilene, TX","2018","Metro","2344","1765","146","6","-4"
"210180","10180","Abilene, TX","2019","Metro","2347","1779","177","66","0"
"210180","10180","Abilene, TX","2020","Metro","2304","1877","150","650","9"
"210220","10220","Ada, OK","1990","Micro","115","88","1","-51","6"
"210220","10220","Ada, OK","1991","Micro","461","428","6","-88","-34"
"210220","10220","Ada, OK","1992","Micro","439","358","6","-174","-20"
"210220","10220","Ada, OK","1993","Micro","427","416","8","32","-16"
"210220","10220","Ada, OK","1994","Micro","474","432","3","209","-15"
"210220","10220","Ada, OK","1995","Micro","467","421","7","339","-12"
"210220","10220","Ada, OK","1996","Micro","446","424","19","330","-4"
"210220","10220","Ada, OK","1997","Micro","479","419","5","-381","1"
"210220","10220","Ada, OK","1998","Micro","490","424","4","-59","-11"
"210220","10220","Ada, OK","1999","Micro","499","428","4","-12","-8"
"210220","10220","Ada, OK","1999","Micro","4297","3838","63","145","-113"
"210220","10220","Ada, OK","2000","Micro","126","119","2","11","-1"
"210220","10220","Ada, OK","2001","Micro","494","442","20","-285","-32"
"210220","10220","Ada, OK","2002","Micro","493","419","18","35","-34"
"210220","10220","Ada, OK","2003","Micro","500","424","17","94","-51"
"210220","10220","Ada, OK","2004","Micro","491","421","18","27","-27"
"210220","10220","Ada, OK","2005","Micro","485","401","16","141","-36"
"210220","10220","Ada, OK","2006","Micro","523","416","17","185","-27"
"210220","10220","Ada, OK","2007","Micro","559","374","16","487","2"
"210220","10220","Ada, OK","2008","Micro","541","397","18","371","4"
"210220","10220","Ada, OK","2009","Micro","567","387","17","278","-1"
"210220","10220","Ada, OK","2010","Micro","139","65","5","30","-3"
"210220","10220","Ada, OK","2011","Micro","568","467","33","26","-3"
"210220","10220","Ada, OK","2012","Micro","552","406","35","133","-1"
"210220","10220","Ada, OK","2013","Micro","513","411","53","-49","-8"
"210220","10220","Ada, OK","2014","Micro","565","400","49","-78","-6"
"210220","10220","Ada, OK","2015","Micro","515","439","66","-87","-4"
"210220","10220","Ada, OK","2016","Micro","536","461","41","42","-2"
"210220","10220","Ada, OK","2017","Micro","532","441","26","-268","0"
"210220","10220","Ada, OK","2018","Micro","515","464","31","-102","0"
"210220","10220","Ada, OK","2019","Micro","494","505","24","10","1"
"210220","10220","Ada, OK","2020","Micro","498","541","16","69","3"
"210300","10300","Adrian, MI","1990","Micro","353","177","9","310","-185"
"210300","10300","Adrian, MI","1991","Micro","1343","745","34","795","141"
"210300","10300","Adrian, MI","1992","Micro","1321","775","13","53","-40"
"210300","10300","Adrian, MI","1993","Micro","1257","785","28","424","-29"
"210300","10300","Adrian, MI","1994","Micro","1134","798","16","174","-19"
"210300","10300","Adrian, MI","1995","Micro","1194","827","25","624","-28"
"210300","10300","Adrian, MI","1996","Micro","1145","826","27","414","-24"
"210300","10300","Adrian, MI","1997","Micro","1187","847","33","466","-9"
"210300","10300","Adrian, MI","1998","Micro","1189","835","22","366","-22"
"210300","10300","Adrian, MI","1999","Micro","1180","868","19","845","-5"
"210300","10300","Adrian, MI","1999","Micro","11303","7483","226","4471","-220"
"210300","10300","Adrian, MI","2000","Micro","304","213","8","14","10"
"210300","10300","Adrian, MI","2001","Micro","1251","877","56","177","-104"
"210300","10300","Adrian, MI","2002","Micro","1189","866","55","309","-93"
"210300","10300","Adrian, MI","2003","Micro","1250","867","41","35","-160"
"210300","10300","Adrian, MI","2004","Micro","1241","871","44","108","-77"
"210300","10300","Adrian, MI","2005","Micro","1220","826","43","-307","-102"
"210300","10300","Adrian, MI","2006","Micro","1260","935","44","12","-71"
"210300","10300","Adrian, MI","2007","Micro","1209","931","39","-373","-9"
"210300","10300","Adrian, MI","2008","Micro","1208","886","39","-835","10"
"210300","10300","Adrian, MI","2009","Micro","1236","879","40","-1290","10"
"210300","10300","Adrian, MI","2010","Micro","261","236","24","-326","21"
"210300","10300","Adrian, MI","2011","Micro","1025","943","52","-407","1"
"210300","10300","Adrian, MI","2012","Micro","1059","872","33","-554","5"
"210300","10300","Adrian, MI","2013","Micro","1052","1013","23","-247","-6"
"210300","10300","Adrian, MI","2014","Micro","1076","996","53","-198","-11"
"210300","10300","Adrian, MI","2015","Micro","1040","1069","42","-351","-4"
"210300","10300","Adrian, MI","2016","Micro","1055","1074","98","91","-7"
"210300","10300","Adrian, MI","2017","Micro","1007","1058","61","-89","-5"
"210300","10300","Adrian, MI","2018","Micro","989","1087","80","-375","0"
"210300","10300","Adrian, MI","2019","Micro","997","1008","57","355","0"
"210300","10300","Adrian, MI","2020","Micro","1012","1093","54","-684","0"
"210420","10420","Akron, OH","1990","Metro","2468","1416","62","-178","51"
"210420","10420","Akron, OH","1991","Metro","9780","5784","209","812","373"
"210420","10420","Akron, OH","1992","Metro","9663","5952","358","232","595"
"210420","10420","Akron, OH","1993","Metro","9644","6088","330","-673","726"
"210420","10420","Akron, OH","1994","Metro","9333","6030","255","-589","696"
"210420","10420","Akron, OH","1995","Metro","9196","6057","395","-276","479"
"210420","10420","Akron, OH","1996","Metro","9096","6143","260","1073","491"
"210420","10420","Akron, OH","1997","Metro","8994","6289","335","-1093","-113"
"210420","10420","Akron, OH","1998","Metro","9030","6150","304","-1976","-143"
"210420","10420","Akron, OH","1999","Metro","9009","6302","349","-1354","-256"
"210420","10420","Akron, OH","1999","Metro","86213","56211","2857","-4022","2899"
"210420","10420","Akron, OH","2000","Metro","2252","1442","256","-97","58"
"210420","10420","Akron, OH","2001","Metro","8826","6540","786","-1112","357"
"210420","10420","Akron, OH","2002","Metro","8527","6457","715","-1695","228"
"210420","10420","Akron, OH","2003","Metro","8352","6580","602","-1209","-485"
"210420","10420","Akron, OH","2004","Metro","8320","6669","587","-1929","-8"
"210420","10420","Akron, OH","2005","Metro","8272","6821","598","-1762","-225"
"210420","10420","Akron, OH","2006","Metro","8124","6418","609","-2761","-190"
"210420","10420","Akron, OH","2007","Metro","8466","6295","532","-2017","-140"
"210420","10420","Akron, OH","2008","Metro","8295","6583","512","-2741","-88"
"210420","10420","Akron, OH","2009","Metro","8252","6640","507","-1991","-147"
"210420","10420","Akron, OH","2010","Metro","1980","1608","230","-728","-33"
"210420","10420","Akron, OH","2011","Metro","7567","6656","1172","-1863","-14"
"210420","10420","Akron, OH","2012","Metro","7497","7007","1258","-2737","-49"
"210420","10420","Akron, OH","2013","Metro","7544","6988","1862","-777","-87"
"210420","10420","Akron, OH","2014","Metro","7705","6848","1674","-1096","-121"
"210420","10420","Akron, OH","2015","Metro","7565","7465","1961","-2498","-48"
"210420","10420","Akron, OH","2016","Metro","7543","7297","1828","-2873","-18"
"210420","10420","Akron, OH","2017","Metro","7307","7527","1479","-884","-29"
"210420","10420","Akron, OH","2018","Metro","7344","7489","1005","-1167","-11"
"210420","10420","Akron, OH","2019","Metro","7192","7380","1220","-1627","17"
"210420","10420","Akron, OH","2020","Metro","7152","7869","1034","-2127","19"
"210460","10460","Alamogordo, NM","1990","Micro","245","76","16","-285","7"
"210460","10460","Alamogordo, NM","1991","Micro","1018","313","69","-609","-20"
"210460","10460","Alamogordo, NM","1992","Micro","936","365","82","-1365","-36"
"210460","10460","Alamogordo, NM","1993","Micro","914","322","93","-38","-23"
"210460","10460","Alamogordo, NM","1994","Micro","942","392","53","498","-20"
"210460","10460","Alamogordo, NM","1995","Micro","998","434","73","121","-30"
"210460","10460","Alamogordo, NM","1996","Micro","892","398","72","-151","-27"
"210460","10460","Alamogordo, NM","1997","Micro","864","411","61","-826","5"
"210460","10460","Alamogordo, NM","1998","Micro","883","388","68","-1725","33"
"210460","10460","Alamogordo, NM","1999","Micro","889","435","66","-656","14"
"210460","10460","Alamogordo, NM","1999","Micro","8581","3534","653","-5036","-97"
"210460","10460","Alamogordo, NM","2000","Micro","209","122","164","-314","-5"
"210460","10460","Alamogordo, NM","2001","Micro","854","448","385","-1593","-26"
"210460","10460","Alamogordo, NM","2002","Micro","896","473","195","-430","-51"
"210460","10460","Alamogordo, NM","2003","Micro","858","484","-190","622","-53"
"210460","10460","Alamogordo, NM","2004","Micro","860","491","591","166","-56"
"210460","10460","Alamogordo, NM","2005","Micro","863","528","352","-669","-59"
"210460","10460","Alamogordo, NM","2006","Micro","848","528","501","-1227","-44"
"210460","10460","Alamogordo, NM","2007","Micro","890","463","308","-290","-11"
"210460","10460","Alamogordo, NM","2008","Micro","871","523","367","-701","9"
"210460","10460","Alamogordo, NM","2009","Micro","840","538","327","-768","11"
"210460","10460","Alamogordo, NM","2010","Micro","207","95","71","358","28"
"210460","10460","Alamogordo, NM","2011","Micro","907","570","385","528","4"
"210460","10460","Alamogordo, NM","2012","Micro","938","530","604","-430","-1"
"210460","10460","Alamogordo, NM","2013","Micro","813","564","808","-955","5"
"210460","10460","Alamogordo, NM","2014","Micro","887","599","352","-1633","40"
"210460","10460","Alamogordo, NM","2015","Micro","926","616","547","-1426","13"
"210460","10460","Alamogordo, NM","2016","Micro","954","640","329","241","1"
"210460","10460","Alamogordo, NM","2017","Micro","948","620","209","-98","-4"
"210460","10460","Alamogordo, NM","2018","Micro","912","626","186","-28","-3"
"210460","10460","Alamogordo, NM","2019","Micro","895","620","344","353","1"
"210460","10460","Alamogordo, NM","2020","Micro","862","647","264","-84","0"
"210500","10500","Albany, GA","1990","Metro","641","301","4","-345","3"
"210500","10500","Albany, GA","1991","Metro","2549","1158","25","-391","-74"
"210500","10500","Albany, GA","1992","Metro","2472","1214","20","501","-66"
"210500","10500","Albany, GA","1993","Metro","2474","1261","25","363","-79"
"210500","10500","Albany, GA","1994","Metro","2443","1327","30","-197","-82"
"210500","10500","Albany, GA","1995","Metro","2319","1341","48","-518","-10"
"210500","10500","Albany, GA","1996","Metro","2411","1316","64","41","-13"
"210500","10500","Albany, GA","1997","Metro","2352","1287","53","-348","24"
"210500","10500","Albany, GA","1998","Metro","2530","1341","88","-864","15"
"210500","10500","Albany, GA","1999","Metro","2485","1322","67","-1546","44"
"210500","10500","Albany, GA","1999","Metro","22676","11868","424","-3304","-238"
"210500","10500","Albany, GA","2000","Metro","568","312","53","-412","-8"
"210500","10500","Albany, GA","2001","Metro","2493","1335","158","-504","1264"
"210500","10500","Albany, GA","2002","Metro","2276","1305","83","-1187","354"
"210500","10500","Albany, GA","2003","Metro","2223","1401","-88","-96","493"
"210500","10500","Albany, GA","2004","Metro","2229","1479","244","-544","-146"
"210500","10500","Albany, GA","2005","Metro","2315","1335","135","-463","-110"
"210500","10500","Albany, GA","2006","Metro","2447","1392","195","-222","-84"
"210500","10500","Albany, GA","2007","Metro","2481","1442","115","-496","13"
"210500","10500","Albany, GA","2008","Metro","2429","1380","145","-370","18"
"210500","10500","Albany, GA","2009","Metro","2341","1385","131","-135","0"
"210500","10500","Albany, GA","2010","Metro","548","411","20","-52","1"
"210500","10500","Albany, GA","2011","Metro","2333","1240","64","-862","1"
"210500","10500","Albany, GA","2012","Metro","2179","1393","131","-1441","27"
"210500","10500","Albany, GA","2013","Metro","2214","1459","146","-2267","48"
"210500","10500","Albany, GA","2014","Metro","2058","1413","91","-1530","19"
"210500","10500","Albany, GA","2015","Metro","2034","1459","117","-2361","24"
"210500","10500","Albany, GA","2016","Metro","1928","1530","126","-1817","4"
"210500","10500","Albany, GA","2017","Metro","1897","1521","69","-1451","2"
"210500","10500","Albany, GA","2018","Metro","1927","1607","68","-727","-7"
"210500","10500","Albany, GA","2019","Metro","1880","1655","47","-1572","-4"
"210500","10500","Albany, GA","2020","Metro","1830","1732","38","-1655","-8"
"210540","10540","Albany-Lebanon, OR","1990","Metro","408","198","4","291","6"
"210540","10540","Albany-Lebanon, OR","1991","Metro","1333","762","41","1089","-53"
"210540","10540","Albany-Lebanon, OR","1992","Metro","1290","856","74","724","-56"
"210540","10540","Albany-Lebanon, OR","1993","Metro","1275","923","79","1178","-37"
"210540","10540","Albany-Lebanon, OR","1994","Metro","1258","892","86","1207","-38"
"210540","10540","Albany-Lebanon, OR","1995","Metro","1277","922","47","1755","-5"
"210540","10540","Albany-Lebanon, OR","1996","Metro","1431","1031","71","1504","-4"
"210540","10540","Albany-Lebanon, OR","1997","Metro","1419","997","112","1159","-1"
"210540","10540","Albany-Lebanon, OR","1998","Metro","1441","994","74","370","-19"
"210540","10540","Albany-Lebanon, OR","1999","Metro","1464","1011","105","352","-34"
"210540","10540","Albany-Lebanon, OR","1999","Metro","12596","8586","693","9629","-241"
"210540","10540","Albany-Lebanon, OR","2000","Metro","361","219","28","-239","1"
"210540","10540","Albany-Lebanon, OR","2001","Metro","1320","975","107","241","-114"
"210540","10540","Albany-Lebanon, OR","2002","Metro","1414","1046","94","692","-103"
"210540","10540","Albany-Lebanon, OR","2003","Metro","1351","963","73","1086","-97"
"210540","10540","Albany-Lebanon, OR","2004","Metro","1412","1073","75","471","-86"
"210540","10540","Albany-Lebanon, OR","2005","Metro","1367","1094","65","1099","-87"
"210540","10540","Albany-Lebanon, OR","2006","Metro","1477","1102","68","2284","-48"
"210540","10540","Albany-Lebanon, OR","2007","Metro","1537","1105","61","1656","22"
"210540","10540","Albany-Lebanon, OR","2008","Metro","1519","1162","61","1829","28"
"210540","10540","Albany-Lebanon, OR","2009","Metro","1542","1121","61","685","48"
"210540","10540","Albany-Lebanon, OR","2010","Metro","385","260","18","73","-10"
"210540","10540","Albany-Lebanon, OR","2011","Metro","1451","1129","73","891","2"
"210540","10540","Albany-Lebanon, OR","2012","Metro","1446","1125","-16","-160","-27"
"210540","10540","Albany-Lebanon, OR","2013","Metro","1377","1140","-27","-43","-21"
"210540","10540","Albany-Lebanon, OR","2014","Metro","1452","1218","10","421","-9"
"210540","10540","Albany-Lebanon, OR","2015","Metro","1470","1297","14","1023","-2"
"210540","10540","Albany-Lebanon, OR","2016","Metro","1543","1328","96","2248","9"
"210540","10540","Albany-Lebanon, OR","2017","Metro","1485","1291","48","1979","6"
"210540","10540","Albany-Lebanon, OR","2018","Metro","1486","1307","5","2161","12"
"210540","10540","Albany-Lebanon, OR","2019","Metro","1481","1362","-3","2029","-2"
"210540","10540","Albany-Lebanon, OR","2020","Metro","1498","1472","-4","1437","-3"
"210580","10580","Albany-Schenectady-Troy, NY","1990","Metro","3066","1783","212","-23","137"
"210580","10580","Albany-Schenectady-Troy, NY","1991","Metro","11692","7342","616","-56","1374"
"210580","10580","Albany-Schenectady-Troy, NY","1992","Metro","11279","7490","896","-960","1604"
"210580","10580","Albany-Schenectady-Troy, NY","1993","Metro","11038","7640","747","-2919","1716"
"210580","10580","Albany-Schenectady-Troy, NY","1994","Metro","10926","7589","888","-3443","1755"
"210580","10580","Albany-Schenectady-Troy, NY","1995","Metro","10665","7573","899","-4629","-219"
"210580","10580","Albany-Schenectady-Troy, NY","1996","Metro","10302","7490","1039","-6483","-159"
"210580","10580","Albany-Schenectady-Troy, NY","1997","Metro","9821","7687","1059","-6864","-33"
"210580","10580","Albany-Schenectady-Troy, NY","1998","Metro","9471","7428","715","-4425","-93"
"210580","10580","Albany-Schenectady-Troy, NY","1999","Metro","9615","7270","624","-3607","-106"
"210580","10580","Albany-Schenectady-Troy, NY","1999","Metro","97875","69292","7695","-33409","5976"
"210580","10580","Albany-Schenectady-Troy, NY","2000","Metro","2403","1837","417","338","27"
"210580","10580","Albany-Schenectady-Troy, NY","2001","Metro","9437","7707","1471","-128","-810"
"210580","10580","Albany-Schenectady-Troy, NY","2002","Metro","9251","7748","1303","2239","-783"
"210580","10580","Albany-Schenectady-Troy, NY","2003","Metro","9582","7600","951","4068","-1012"
"210580","10580","Albany-Schenectady-Troy, NY","2004","Metro","9467","7682","1161","1935","-694"
"210580","10580","Albany-Schenectady-Troy, NY","2005","Metro","9333","7666","1050","608","-896"
"210580","10580","Albany-Schenectady-Troy, NY","2006","Metro","9467","7374","1132","1596","-637"
"210580","10580","Albany-Schenectady-Troy, NY","2007","Metro","9482","7428","983","-1429","-130"
"210580","10580","Albany-Schenectady-Troy, NY","2008","Metro","9530","7414","988","-765","-57"
"210580","10580","Albany-Schenectady-Troy, NY","2009","Metro","9780","7468","970","-5","14"
"210580","10580","Albany-Schenectady-Troy, NY","2010","Metro","2377","1796","464","-618","-39"
"210580","10580","Albany-Schenectady-Troy, NY","2011","Metro","9108","7633","1831","-1516","-21"
"210580","10580","Albany-Schenectady-Troy, NY","2012","Metro","9116","7650","2122","-1480","-127"
"210580","10580","Albany-Schenectady-Troy, NY","2013","Metro","9196","7763","1830","-751","-81"
"210580","10580","Albany-Schenectady-Troy, NY","2014","Metro","9169","7521","2108","-2560","-90"
"210580","10580","Albany-Schenectady-Troy, NY","2015","Metro","9087","7918","2229","-2434","-55"
"210580","10580","Albany-Schenectady-Troy, NY","2016","Metro","9073","7709","2261","-2802","-19"
"210580","10580","Albany-Schenectady-Troy, NY","2017","Metro","8896","8054","1665","-157","-28"
"210580","10580","Albany-Schenectady-Troy, NY","2018","Metro","8793","8337","1290","-1367","-16"
"210580","10580","Albany-Schenectady-Troy, NY","2019","Metro","8529","8147","958","-4175","17"
"210580","10580","Albany-Schenectady-Troy, NY","2020","Metro","8493","8845","853","-1949","30"
"210620","10620","Albemarle, NC","1990","Micro","168","99","2","44","-2"
"210620","10620","Albemarle, NC","1991","Micro","771","507","15","368","-31"
"210620","10620","Albemarle, NC","1992","Micro","750","533","24","103","-24"
"210620","10620","Albemarle, NC","1993","Micro","694","551","19","225","-20"
"210620","10620","Albemarle, NC","1994","Micro","706","539","23","504","-29"
"210620","10620","Albemarle, NC","1995","Micro","694","556","17","158","-23"
"210620","10620","Albemarle, NC","1996","Micro","691","582","26","406","-9"
"210620","10620","Albemarle, NC","1997","Micro","674","584","27","704","-1"
"210620","10620","Albemarle, NC","1998","Micro","722","593","26","193","-13"
"210620","10620","Albemarle, NC","1999","Micro","714","603","39","559","2"
"210620","10620","Albemarle, NC","1999","Micro","6584","5147","218","3264","-150"
"210620","10620","Albemarle, NC","2000","Micro","172","120","26","74","1"
"210620","10620","Albemarle, NC","2001","Micro","762","613","100","148","-56"
"210620","10620","Albemarle, NC","2002","Micro","757","598","96","-282","-57"
"210620","10620","Albemarle, NC","2003","Micro","729","594","85","-223","-76"
"210620","10620","Albemarle, NC","2004","Micro","740","611","77","-333","-54"
"210620","10620","Albemarle, NC","2005","Micro","697","550","79","17","-61"
"210620","10620","Albemarle, NC","2006","Micro","717","661","79","57","-41"
"210620","10620","Albemarle, NC","2007","Micro","738","626","75","417","-6"
"210620","10620","Albemarle, NC","2008","Micro","735","598","72","297","-4"
"210620","10620","Albemarle, NC","2009","Micro","723","632","71","-56","3"
"210620","10620","Albemarle, NC","2010","Micro","140","132","11","-20","-6"
"210620","10620","Albemarle, NC","2011","Micro","680","625","23","-123","-2"
"210620","10620","Albemarle, NC","2012","Micro","635","689","17","-15","-15"
"210620","10620","Albemarle, NC","2013","Micro","627","645","32","166","-9"
"210620","10620","Albemarle, NC","2014","Micro","695","670","38","-71","-6"
"210620","10620","Albemarle, NC","2015","Micro","701","710","15","5","-8"
"210620","10620","Albemarle, NC","2016","Micro","688","732","9","244","-4"
"210620","10620","Albemarle, NC","2017","Micro","707","714","9","628","-1"
"210620","10620","Albemarle, NC","2018","Micro","704","755","15","655","0"
"210620","10620","Albemarle, NC","2019","Micro","667","692","7","588","-2"
"210620","10620","Albemarle, NC","2020","Micro","675","795","3","713","-2"
"210660","10660","Albert Lea, MN","1990","Micro","124","85","","-53","2"
"210660","10660","Albert Lea, MN","1991","Micro","371","362","-2","-317","-25"
"210660","10660","Albert Lea, MN","1992","Micro","406","364","4","-187","-20"
"210660","10660","Albert Lea, MN","1993","Micro","396","363","10","27","-13"
"210660","10660","Albert Lea, MN","1994","Micro","354","332","4","-236","-10"
"210660","10660","Albert Lea, MN","1995","Micro","326","371","9","-485","0"
"210660","10660","Albert Lea, MN","1996","Micro","342","367","12","-26","-14"
"210660","10660","Albert Lea, MN","1997","Micro","328","362","14","-205","-3"
"210660","10660","Albert Lea, MN","1998","Micro","336","376","8","14","-10"
"210660","10660","Albert Lea, MN","1999","Micro","3309","3347","73","-1488","-105"
"210660","10660","Albert Lea, MN","1999","Micro","326","365","14","-20","-12"
"210660","10660","Albert Lea, MN","2000","Micro","94","89","5","-53","1"
"210660","10660","Albert Lea, MN","2001","Micro","390","378","45","-137","-32"
"210660","10660","Albert Lea, MN","2002","Micro","350","381","43","-460","-18"
"210660","10660","Albert Lea, MN","2003","Micro","359","387","35","-43","-43"
"210660","10660","Albert Lea, MN","2004","Micro","404","344","31","-178","-31"
"210660","10660","Albert Lea, MN","2005","Micro","374","378","33","-287","-30"
"210660","10660","Albert Lea, MN","2006","Micro","360","354","31","-126","-26"
"210660","10660","Albert Lea, MN","2007","Micro","369","331","31","-194","-4"
"210660","10660","Albert Lea, MN","2008","Micro","389","365","27","-312","3"
"210660","10660","Albert Lea, MN","2009","Micro","389","362","29","-24","-7"
"210660","10660","Albert Lea, MN","2010","Micro","94","107","3","-39","-2"
