"IBRC_Geo_ID","State","District Name","Year","Births","Deaths","Net International Migration","Net Domestic Migration","Residual"
"6500001                             ","AK","Kenai Peninsula Economic Development District","1990","195","55","3","155","0"
"6500001                             ","AK","Kenai Peninsula Economic Development District","1991","766","146","18","800","-9"
"6500001                             ","AK","Kenai Peninsula Economic Development District","1992","736","151","43","129","-15"
"6500001                             ","AK","Kenai Peninsula Economic Development District","1993","703","194","42","70","-12"
"6500001                             ","AK","Kenai Peninsula Economic Development District","1994","693","192","26","778","-24"
"6500001                             ","AK","Kenai Peninsula Economic Development District","1995","690","187","28","496","-9"
"6500001                             ","AK","Kenai Peninsula Economic Development District","1996","678","210","31","543","-11"
"6500001                             ","AK","Kenai Peninsula Economic Development District","1997","682","247","36","94","-5"
"6500001                             ","AK","Kenai Peninsula Economic Development District","1998","642","248","16","112","-9"
"6500001                             ","AK","Kenai Peninsula Economic Development District","1999","6463","1876","274","3395","-103"
"6500001                             ","AK","Kenai Peninsula Economic Development District","1999","678","246","31","218","-9"
"6500001                             ","AK","Kenai Peninsula Economic Development District","2000","135","80","3","-99","-2"
"6500001                             ","AK","Kenai Peninsula Economic Development District","2001","622","278","20","81","-57"
"6500001                             ","AK","Kenai Peninsula Economic Development District","2002","615","293","17","487","-40"
"6500001                             ","AK","Kenai Peninsula Economic Development District","2003","643","317","1","-150","-76"
"6500001                             ","AK","Kenai Peninsula Economic Development District","2004","620","312","32","97","-39"
"6500001                             ","AK","Kenai Peninsula Economic Development District","2005","616","294","23","-85","-54"
"6500001                             ","AK","Kenai Peninsula Economic Development District","2006","642","288","28","306","-36"
"6500001                             ","AK","Kenai Peninsula Economic Development District","2007","676","320","22","677","4"
"6500001                             ","AK","Kenai Peninsula Economic Development District","2008","668","342","25","64","-2"
"6500001                             ","AK","Kenai Peninsula Economic Development District","2009","700","364","23","638","17"
"6500001                             ","AK","Kenai Peninsula Economic Development District","2010","183","108","7","75","0"
"6500001                             ","AK","Kenai Peninsula Economic Development District","2011","711","389","28","407","0"
"6500001                             ","AK","Kenai Peninsula Economic Development District","2012","716","346","32","209","-2"
"6500001                             ","AK","Kenai Peninsula Economic Development District","2013","714","393","88","-294","4"
"6500001                             ","AK","Kenai Peninsula Economic Development District","2014","711","393","28","211","-2"
"6500001                             ","AK","Kenai Peninsula Economic Development District","2015","702","442","66","159","-4"
"6500001                             ","AK","Kenai Peninsula Economic Development District","2016","748","481","68","106","-1"
"6500001                             ","AK","Kenai Peninsula Economic Development District","2017","696","436","93","-274","0"
"6500001                             ","AK","Kenai Peninsula Economic Development District","2018","704","485","27","-229","-2"
"6500001                             ","AK","Kenai Peninsula Economic Development District","2019","674","475","44","61","1"
"6500001                             ","AK","Kenai Peninsula Economic Development District","2020","680","550","35","335","0"
"6500002                             ","AK","Prince William Sound Economic Development District","1990","44","6","7","21","43"
"6500002                             ","AK","Prince William Sound Economic Development District","1991","153","51","35","0","-46"
"6500002                             ","AK","Prince William Sound Economic Development District","1992","156","42","8","-169","-4"
"6500002                             ","AK","Prince William Sound Economic Development District","1993","144","49","18","2","-5"
"6500002                             ","AK","Prince William Sound Economic Development District","1994","137","46","-7","-29","-1"
"6500002                             ","AK","Prince William Sound Economic Development District","1995","122","48","9","-2","-5"
"6500002                             ","AK","Prince William Sound Economic Development District","1996","131","53","14","-159","-6"
"6500002                             ","AK","Prince William Sound Economic Development District","1997","130","40","16","-42","-1"
"6500002                             ","AK","Prince William Sound Economic Development District","1998","115","40","12","-176","4"
"6500002                             ","AK","Prince William Sound Economic Development District","1999","1261","416","115","-673","-20"
"6500002                             ","AK","Prince William Sound Economic Development District","1999","129","41","3","-119","1"
"6500002                             ","AK","Prince William Sound Economic Development District","2000","27","11","5","2","2"
"6500002                             ","AK","Prince William Sound Economic Development District","2001","128","53","16","-210","-8"
"6500002                             ","AK","Prince William Sound Economic Development District","2002","130","49","10","-137","-10"
"6500002                             ","AK","Prince William Sound Economic Development District","2003","126","55","-2","-157","-7"
"6500002                             ","AK","Prince William Sound Economic Development District","2004","112","42","22","-129","-10"
"6500002                             ","AK","Prince William Sound Economic Development District","2005","119","50","15","-158","-8"
"6500002                             ","AK","Prince William Sound Economic Development District","2006","119","47","20","-185","-5"
"6500002                             ","AK","Prince William Sound Economic Development District","2007","129","58","13","-345","8"
"6500002                             ","AK","Prince William Sound Economic Development District","2008","126","37","16","-240","5"
"6500002                             ","AK","Prince William Sound Economic Development District","2009","117","37","14","-109","7"
"6500003                             ","AK","Southeast Conference","1990","344","65","26","191","-8"
"6500003                             ","AK","Southeast Conference","1991","1224","327","96","584","-13"
"6500003                             ","AK","Southeast Conference","1992","1196","329","111","-214","-27"
"6500003                             ","AK","Southeast Conference","1993","1167","340","120","58","-36"
"6500003                             ","AK","Southeast Conference","1994","1074","340","82","-735","-34"
"6500003                             ","AK","Southeast Conference","1995","981","305","105","-363","-28"
"6500003                             ","AK","Southeast Conference","1996","1007","369","118","-33","-21"
"6500003                             ","AK","Southeast Conference","1997","1013","353","154","-675","7"
"6500003                             ","AK","Southeast Conference","1998","958","378","94","-1857","25"
"6500003                             ","AK","Southeast Conference","1999","1006","387","71","-1323","40"
"6500003                             ","AK","Southeast Conference","1999","9970","3193","977","-4367","-95"
"6500003                             ","AK","Southeast Conference","2000","188","74","17","-254","-7"
"6500003                             ","AK","Southeast Conference","2001","725","329","97","-1072","-35"
"6500003                             ","AK","Southeast Conference","2002","739","285","59","-378","-49"
"6500003                             ","AK","Southeast Conference","2003","694","273","-20","-456","-58"
"6500003                             ","AK","Southeast Conference","2004","692","297","106","-582","-56"
"6500003                             ","AK","Southeast Conference","2005","720","283","69","-498","-52"
"6500003                             ","AK","Southeast Conference","2006","727","317","92","-506","-30"
"6500003                             ","AK","Southeast Conference","2007","757","301","58","-974","20"
"6500003                             ","AK","Southeast Conference","2008","722","308","68","-112","4"
"6500003                             ","AK","Southeast Conference","2009","739","261","61","-683","16"
"6500003                             ","AK","Southeast Conference","2010","174","111","16","71","3"
"6500003                             ","AK","Southeast Conference","2011","756","350","161","388","4"
"6500003                             ","AK","Southeast Conference","2012","700","377","217","-105","-7"
"6500003                             ","AK","Southeast Conference","2013","691","358","220","-409","1"
"6500003                             ","AK","Southeast Conference","2014","704","359","97","-608","5"
"6500003                             ","AK","Southeast Conference","2015","648","392","179","-498","4"
"6500003                             ","AK","Southeast Conference","2016","651","373","177","-679","4"
"6500003                             ","AK","Southeast Conference","2017","607","356","202","-808","5"
"6500003                             ","AK","Southeast Conference","2018","612","389","73","-468","-2"
"6500003                             ","AK","Southeast Conference","2019","558","320","95","-334","0"
"6500003                             ","AK","Southeast Conference","2020","555","363","82","-600","-3"
"6500004                             ","AK","Southwest Alaska Municipal Conference","1990","186","27","30","-159","128"
"6500004                             ","AK","Southwest Alaska Municipal Conference","1991","686","100","81","-552","-131"
"6500004                             ","AK","Southwest Alaska Municipal Conference","1992","638","84","83","-1005","-16"
"6500004                             ","AK","Southwest Alaska Municipal Conference","1993","674","116","131","-286","-19"
"6500004                             ","AK","Southwest Alaska Municipal Conference","1994","587","104","131","-3495","-60"
"6500004                             ","AK","Southwest Alaska Municipal Conference","1995","498","105","74","-2130","44"
"6500004                             ","AK","Southwest Alaska Municipal Conference","1996","535","116","95","-569","-3"
"6500004                             ","AK","Southwest Alaska Municipal Conference","1997","495","97","125","-1457","27"
"6500004                             ","AK","Southwest Alaska Municipal Conference","1998","476","101","101","-974","19"
"6500004                             ","AK","Southwest Alaska Municipal Conference","1999","490","103","67","-608","22"
"6500004                             ","AK","Southwest Alaska Municipal Conference","1999","5265","953","918","-11235","11"
"6500004                             ","AK","Southwest Alaska Municipal Conference","2000","105","23","36","-146","-2"
"6500004                             ","AK","Southwest Alaska Municipal Conference","2001","405","123","118","-1179","-8"
"6500004                             ","AK","Southwest Alaska Municipal Conference","2002","389","109","71","-493","-8"
"6500004                             ","AK","Southwest Alaska Municipal Conference","2003","408","125","-32","-413","22"
"6500004                             ","AK","Southwest Alaska Municipal Conference","2004","367","123","175","-488","-33"
"6500004                             ","AK","Southwest Alaska Municipal Conference","2005","409","97","118","-571","-20"
"6500004                             ","AK","Southwest Alaska Municipal Conference","2006","401","133","154","-879","-8"
"6500004                             ","AK","Southwest Alaska Municipal Conference","2007","403","136","103","-491","18"
"6500004                             ","AK","Southwest Alaska Municipal Conference","2008","385","65","118","-723","19"
"6500004                             ","AK","Southwest Alaska Municipal Conference","2009","402","34","110","-302","22"
"6500004                             ","AK","Southwest Alaska Municipal Conference","2010","106","33","57","-44","1"
"6500004                             ","AK","Southwest Alaska Municipal Conference","2011","416","129","198","-79","0"
"6500004                             ","AK","Southwest Alaska Municipal Conference","2012","413","150","254","-211","8"
"6500004                             ","AK","Southwest Alaska Municipal Conference","2013","416","124","378","-460","10"
"6500004                             ","AK","Southwest Alaska Municipal Conference","2014","426","144","211","-672","14"
"6500004                             ","AK","Southwest Alaska Municipal Conference","2015","400","145","297","-805","9"
"6500004                             ","AK","Southwest Alaska Municipal Conference","2016","400","129","348","-768","7"
"6500004                             ","AK","Southwest Alaska Municipal Conference","2017","395","148","482","-778","5"
"6500004                             ","AK","Southwest Alaska Municipal Conference","2018","361","131","168","-693","4"
"6500004                             ","AK","Southwest Alaska Municipal Conference","2019","307","128","253","-741","2"
"6500004                             ","AK","Southwest Alaska Municipal Conference","2020","297","154","201","-775","-3"
"6500005                             ","AL","Alabama-Tombigbee Regional Commission","1990","803","599","-2","-327","-3"
"6500005                             ","AL","Alabama-Tombigbee Regional Commission","1991","3707","2320","23","-1044","-114"
"6500005                             ","AL","Alabama-Tombigbee Regional Commission","1992","3670","2357","26","-911","-106"
"6500005                             ","AL","Alabama-Tombigbee Regional Commission","1993","3558","2373","47","-290","-91"
"6500005                             ","AL","Alabama-Tombigbee Regional Commission","1994","3466","2403","43","-515","-90"
"6500005                             ","AL","Alabama-Tombigbee Regional Commission","1995","3306","2344","52","-887","-91"
"6500005                             ","AL","Alabama-Tombigbee Regional Commission","1996","3349","2502","16","-1140","-84"
"6500005                             ","AL","Alabama-Tombigbee Regional Commission","1997","3309","2443","32","-1287","-6"
"6500005                             ","AL","Alabama-Tombigbee Regional Commission","1998","3341","2397","37","-1832","-15"
"6500005                             ","AL","Alabama-Tombigbee Regional Commission","1999","3375","2478","34","-1728","0"
"6500005                             ","AL","Alabama-Tombigbee Regional Commission","1999","31884","22216","308","-9961","-600"
"6500005                             ","AL","Alabama-Tombigbee Regional Commission","2000","725","557","5","-656","-20"
"6500005                             ","AL","Alabama-Tombigbee Regional Commission","2001","3202","2283","48","-2944","-164"
"6500005                             ","AL","Alabama-Tombigbee Regional Commission","2002","2902","2356","45","-3104","-136"
"6500005                             ","AL","Alabama-Tombigbee Regional Commission","2003","2802","2311","34","-2569","-158"
"6500005                             ","AL","Alabama-Tombigbee Regional Commission","2004","2758","2369","58","-2399","-205"
"6500005                             ","AL","Alabama-Tombigbee Regional Commission","2005","2573","2327","58","-2544","-176"
"6500005                             ","AL","Alabama-Tombigbee Regional Commission","2006","2544","2272","68","-1316","-128"
"6500005                             ","AL","Alabama-Tombigbee Regional Commission","2007","2678","2320","53","-1958","32"
"6500005                             ","AL","Alabama-Tombigbee Regional Commission","2008","2580","2126","46","-1408","13"
"6500005                             ","AL","Alabama-Tombigbee Regional Commission","2009","2538","2294","51","-2505","39"
"6500005                             ","AL","Alabama-Tombigbee Regional Commission","2010","467","458","6","-315","10"
"6500005                             ","AL","Alabama-Tombigbee Regional Commission","2011","2183","2355","50","-2182","4"
"6500005                             ","AL","Alabama-Tombigbee Regional Commission","2012","2185","2254","99","-2349","59"
"6500005                             ","AL","Alabama-Tombigbee Regional Commission","2013","2094","2455","79","-2161","26"
"6500005                             ","AL","Alabama-Tombigbee Regional Commission","2014","2141","2367","53","-1766","21"
"6500005                             ","AL","Alabama-Tombigbee Regional Commission","2015","2182","2381","79","-1482","10"
"6500005                             ","AL","Alabama-Tombigbee Regional Commission","2016","2136","2350","66","-2458","7"
"6500005                             ","AL","Alabama-Tombigbee Regional Commission","2017","2039","2358","57","-2144","1"
"6500005                             ","AL","Alabama-Tombigbee Regional Commission","2018","1977","2459","56","-2155","3"
"6500005                             ","AL","Alabama-Tombigbee Regional Commission","2019","1872","2302","44","-2638","-5"
"6500005                             ","AL","Alabama-Tombigbee Regional Commission","2020","1819","2520","38","-2424","-15"
"6500006                             ","AL","East Alabama Regional Planning and Development Commission","1990","1494","1138","5","-162","116"
"6500006                             ","AL","East Alabama Regional Planning and Development Commission","1991","6425","4836","67","-1360","93"
"6500006                             ","AL","East Alabama Regional Planning and Development Commission","1992","6315","4834","86","120","264"
"6500006                             ","AL","East Alabama Regional Planning and Development Commission","1993","6241","4989","48","416","342"
"6500006                             ","AL","East Alabama Regional Planning and Development Commission","1994","6040","5296","87","311","335"
"6500006                             ","AL","East Alabama Regional Planning and Development Commission","1995","6106","5082","81","606","-164"
"6500006                             ","AL","East Alabama Regional Planning and Development Commission","1996","6029","5259","103","657","229"
"6500006                             ","AL","East Alabama Regional Planning and Development Commission","1997","6059","5339","131","1741","-44"
"6500006                             ","AL","East Alabama Regional Planning and Development Commission","1998","6198","5323","133","314","-93"
"6500006                             ","AL","East Alabama Regional Planning and Development Commission","1999","6205","5461","117","-1041","-80"
"6500006                             ","AL","East Alabama Regional Planning and Development Commission","1999","57112","47557","858","1602","998"
"6500006                             ","AL","East Alabama Regional Planning and Development Commission","2000","1473","1273","57","-1254","-8"
"6500006                             ","AL","East Alabama Regional Planning and Development Commission","2001","6074","5592","330","-1795","-434"
"6500006                             ","AL","East Alabama Regional Planning and Development Commission","2002","5790","5654","320","-1188","-429"
"6500006                             ","AL","East Alabama Regional Planning and Development Commission","2003","5477","5424","272","-765","-576"
"6500006                             ","AL","East Alabama Regional Planning and Development Commission","2004","5630","5622","328","-370","-377"
"6500006                             ","AL","East Alabama Regional Planning and Development Commission","2005","5522","5680","325","271","-462"
"6500006                             ","AL","East Alabama Regional Planning and Development Commission","2006","5614","5701","341","1097","-350"
"6500006                             ","AL","East Alabama Regional Planning and Development Commission","2007","5796","5457","304","255","-81"
"6500006                             ","AL","East Alabama Regional Planning and Development Commission","2008","5722","5492","293","721","-47"
"6500006                             ","AL","East Alabama Regional Planning and Development Commission","2009","5603","5580","300","-69","-23"
"6500006                             ","AL","East Alabama Regional Planning and Development Commission","2010","1170","1263","20","-325","-23"
"6500006                             ","AL","East Alabama Regional Planning and Development Commission","2011","5228","5712","151","-1596","-6"
"6500006                             ","AL","East Alabama Regional Planning and Development Commission","2012","5219","5789","189","-870","-36"
"6500006                             ","AL","East Alabama Regional Planning and Development Commission","2013","5067","5866","153","-906","-32"
"6500006                             ","AL","East Alabama Regional Planning and Development Commission","2014","5219","5845","160","-1285","-57"
"6500006                             ","AL","East Alabama Regional Planning and Development Commission","2015","5212","5863","197","-1117","-35"
"6500006                             ","AL","East Alabama Regional Planning and Development Commission","2016","5191","6070","254","-1069","-17"
"6500006                             ","AL","East Alabama Regional Planning and Development Commission","2017","5061","6093","146","518","-25"
"6500006                             ","AL","East Alabama Regional Planning and Development Commission","2018","5006","6273","197","351","-15"
"6500006                             ","AL","East Alabama Regional Planning and Development Commission","2019","4985","6242","67","304","5"
"6500006                             ","AL","East Alabama Regional Planning and Development Commission","2020","4850","6716","74","283","9"
"6500007                             ","AL","North-Central Alabama Council of Governments","1990","710","475","1","457","5"
"6500007                             ","AL","North-Central Alabama Council of Governments","1991","2902","1827","2","1721","-111"
"6500007                             ","AL","North-Central Alabama Council of Governments","1992","2889","1801","18","1575","-106"
"6500007                             ","AL","North-Central Alabama Council of Governments","1993","2807","1957","35","1901","-79"
"6500007                             ","AL","North-Central Alabama Council of Governments","1994","2826","2046","29","1038","-67"
"6500007                             ","AL","North-Central Alabama Council of Governments","1995","2769","1948","72","1282","-74"
"6500007                             ","AL","North-Central Alabama Council of Governments","1996","2817","2057","46","1374","-54"
"6500007                             ","AL","North-Central Alabama Council of Governments","1997","2789","2052","69","1078","-31"
"6500007                             ","AL","North-Central Alabama Council of Governments","1998","2869","2061","45","1052","-39"
"6500007                             ","AL","North-Central Alabama Council of Governments","1999","26241","18340","362","12259","-617"
"6500007                             ","AL","North-Central Alabama Council of Governments","1999","2863","2116","45","781","-61"
"6500007                             ","AL","North-Central Alabama Council of Governments","2000","699","539","85","17","12"
"6500007                             ","AL","North-Central Alabama Council of Governments","2001","2972","2258","365","-491","-227"
"6500007                             ","AL","North-Central Alabama Council of Governments","2002","2802","2335","357","-759","-202"
"6500007                             ","AL","North-Central Alabama Council of Governments","2003","2831","2231","326","314","-304"
"6500007                             ","AL","North-Central Alabama Council of Governments","2004","2894","2328","346","-372","-205"
"6500007                             ","AL","North-Central Alabama Council of Governments","2005","2832","2316","366","847","-228"
"6500007                             ","AL","North-Central Alabama Council of Governments","2006","2907","2355","371","645","-151"
"6500007                             ","AL","North-Central Alabama Council of Governments","2007","3068","2462","341","955","-44"
"6500007                             ","AL","North-Central Alabama Council of Governments","2008","3043","2378","325","992","-21"
"6500007                             ","AL","North-Central Alabama Council of Governments","2009","2986","2377","328","423","-45"
"6500007                             ","AL","North-Central Alabama Council of Governments","2010","712","580","23","57","-31"
"6500007                             ","AL","North-Central Alabama Council of Governments","2011","2847","2571","171","-347","-9"
"6500007                             ","AL","North-Central Alabama Council of Governments","2012","2698","2566","109","-490","-32"
"6500007                             ","AL","North-Central Alabama Council of Governments","2013","2718","2584","56","-522","-8"
"6500007                             ","AL","North-Central Alabama Council of Governments","2014","2774","2595","123","-159","-25"
"6500007                             ","AL","North-Central Alabama Council of Governments","2015","2742","2641","158","-46","-10"
"6500007                             ","AL","North-Central Alabama Council of Governments","2016","2803","2721","262","180","-7"
"6500007                             ","AL","North-Central Alabama Council of Governments","2017","2845","2778","57","-37","-2"
"6500007                             ","AL","North-Central Alabama Council of Governments","2018","2735","2883","99","676","-11"
"6500007                             ","AL","North-Central Alabama Council of Governments","2019","2762","2839","12","769","0"
"6500007                             ","AL","North-Central Alabama Council of Governments","2020","2696","2974","25","1381","2"
"6500008                             ","AL","Northwest Alabama Council of Local Governments","1990","702","552","2","227","-5"
"6500008                             ","AL","Northwest Alabama Council of Local Governments","1991","2828","2222","12","664","-134"
"6500008                             ","AL","Northwest Alabama Council of Local Governments","1992","2830","2207","19","1089","-114"
"6500008                             ","AL","Northwest Alabama Council of Local Governments","1993","2742","2272","36","1673","-87"
"6500008                             ","AL","Northwest Alabama Council of Local Governments","1994","2782","2375","28","815","-79"
"6500008                             ","AL","Northwest Alabama Council of Local Governments","1995","2816","2362","48","984","-89"
"6500008                             ","AL","Northwest Alabama Council of Local Governments","1996","2721","2450","63","1492","-71"
"6500008                             ","AL","Northwest Alabama Council of Local Governments","1997","2849","2385","51","387","-35"
"6500008                             ","AL","Northwest Alabama Council of Local Governments","1998","2825","2401","58","-132","-44"
"6500008                             ","AL","Northwest Alabama Council of Local Governments","1999","2924","2432","41","-775","-41"
"6500008                             ","AL","Northwest Alabama Council of Local Governments","1999","26019","21658","358","6424","-699"
"6500008                             ","AL","Northwest Alabama Council of Local Governments","2000","687","538","47","-175","0"
"6500008                             ","AL","Northwest Alabama Council of Local Governments","2001","2735","2639","272","-1926","-207"
"6500008                             ","AL","Northwest Alabama Council of Local Governments","2002","2637","2557","268","-1700","-193"
"6500008                             ","AL","Northwest Alabama Council of Local Governments","2003","2583","2584","243","-598","-310"
"6500008                             ","AL","Northwest Alabama Council of Local Governments","2004","2596","2586","264","-167","-194"
"6500008                             ","AL","Northwest Alabama Council of Local Governments","2005","2579","2635","289","58","-235"
"6500008                             ","AL","Northwest Alabama Council of Local Governments","2006","2697","2653","293","748","-172"
"6500008                             ","AL","Northwest Alabama Council of Local Governments","2007","2831","2639","265","0","-26"
"6500008                             ","AL","Northwest Alabama Council of Local Governments","2008","2700","2709","253","499","-2"
"6500008                             ","AL","Northwest Alabama Council of Local Governments","2009","2681","2654","259","-166","-1"
"6500008                             ","AL","Northwest Alabama Council of Local Governments","2010","655","560","26","26","-17"
"6500008                             ","AL","Northwest Alabama Council of Local Governments","2011","2514","2932","159","-14","-13"
"6500008                             ","AL","Northwest Alabama Council of Local Governments","2012","2477","2783","176","-150","-26"
"6500008                             ","AL","Northwest Alabama Council of Local Governments","2013","2519","2995","160","-43","-20"
"6500008                             ","AL","Northwest Alabama Council of Local Governments","2014","2508","2884","98","507","-42"
"6500008                             ","AL","Northwest Alabama Council of Local Governments","2015","2510","2905","158","-645","-18"
"6500008                             ","AL","Northwest Alabama Council of Local Governments","2016","2485","2952","308","159","-14"
"6500008                             ","AL","Northwest Alabama Council of Local Governments","2017","2555","2964","199","305","-11"
"6500008                             ","AL","Northwest Alabama Council of Local Governments","2018","2502","3016","224","331","-8"
"6500008                             ","AL","Northwest Alabama Council of Local Governments","2019","2548","2961","163","969","-1"
"6500008                             ","AL","Northwest Alabama Council of Local Governments","2020","2528","3167","124","629","1"
"6500009                             ","AL","Regional Planning Commission of Greater Birmingham","1990","3560","2318","66","572","-29"
"6500009                             ","AL","Regional Planning Commission of Greater Birmingham","1991","14618","9677","219","2943","1766"
"6500009                             ","AL","Regional Planning Commission of Greater Birmingham","1992","14122","9693","305","2988","1914"
"6500009                             ","AL","Regional Planning Commission of Greater Birmingham","1993","14137","9651","376","4178","2023"
"6500009                             ","AL","Regional Planning Commission of Greater Birmingham","1994","13975","10114","381","4347","2100"
"6500009                             ","AL","Regional Planning Commission of Greater Birmingham","1995","13980","9692","512","4921","-109"
"6500009                             ","AL","Regional Planning Commission of Greater Birmingham","1996","13922","10164","440","3017","929"
"6500009                             ","AL","Regional Planning Commission of Greater Birmingham","1997","13858","10181","530","3024","11"
"6500009                             ","AL","Regional Planning Commission of Greater Birmingham","1998","14266","10321","501","2923","1210"
"6500009                             ","AL","Regional Planning Commission of Greater Birmingham","1999","130621","92250","3796","31475","9909"
"6500009                             ","AL","Regional Planning Commission of Greater Birmingham","1999","14183","10439","466","2562","94"
"6500009                             ","AL","Regional Planning Commission of Greater Birmingham","2000","3615","2468","413","476","11"
"6500009                             ","AL","Regional Planning Commission of Greater Birmingham","2001","14863","10495","1597","-214","184"
"6500009                             ","AL","Regional Planning Commission of Greater Birmingham","2002","14329","10628","1616","-730","126"
"6500009                             ","AL","Regional Planning Commission of Greater Birmingham","2003","14204","10941","1448","3606","-21"
"6500009                             ","AL","Regional Planning Commission of Greater Birmingham","2004","14521","11052","1584","3170","-128"
"6500009                             ","AL","Regional Planning Commission of Greater Birmingham","2005","14702","10870","1716","3222","-201"
"6500009                             ","AL","Regional Planning Commission of Greater Birmingham","2006","14929","10864","1761","7518","-123"
"6500009                             ","AL","Regional Planning Commission of Greater Birmingham","2007","15646","10699","1599","2446","74"
"6500009                             ","AL","Regional Planning Commission of Greater Birmingham","2008","15578","10661","1550","3672","65"
"6500009                             ","AL","Regional Planning Commission of Greater Birmingham","2009","15041","10922","1550","2442","-185"
"6500009                             ","AL","Regional Planning Commission of Greater Birmingham","2010","3538","2610","180","-392","-4"
"6500009                             ","AL","Regional Planning Commission of Greater Birmingham","2011","14529","10936","1261","-2737","-18"
"6500009                             ","AL","Regional Planning Commission of Greater Birmingham","2012","14553","10930","1043","-1366","-86"
"6500009                             ","AL","Regional Planning Commission of Greater Birmingham","2013","14223","11410","1194","1318","-113"
"6500009                             ","AL","Regional Planning Commission of Greater Birmingham","2014","14028","11081","838","-789","-200"
"6500009                             ","AL","Regional Planning Commission of Greater Birmingham","2015","14476","11695","998","-355","-99"
"6500009                             ","AL","Regional Planning Commission of Greater Birmingham","2016","14185","11442","1354","-1271","-50"
"6500009                             ","AL","Regional Planning Commission of Greater Birmingham","2017","13872","11954","719","-324","-54"
"6500009                             ","AL","Regional Planning Commission of Greater Birmingham","2018","13964","12284","828","-67","-41"
"6500009                             ","AL","Regional Planning Commission of Greater Birmingham","2019","13567","12032","520","278","4"
"6500009                             ","AL","Regional Planning Commission of Greater Birmingham","2020","13391","12921","419","-251","7"
"6500010                            ","AL","South Alabama Regional Planning Commission","1990","2011","1159","84","204","0"
"6500010                            ","AL","South Alabama Regional Planning Commission","1991","8532","4817","471","3309","-308"
"6500010                            ","AL","South Alabama Regional Planning Commission","1992","8586","5037","394","5713","-288"
"6500010                            ","AL","South Alabama Regional Planning Commission","1993","8763","4848","341","6467","-296"
"6500010                            ","AL","South Alabama Regional Planning Commission","1994","8659","5000","309","3370","-273"
"6500010                            ","AL","South Alabama Regional Planning Commission","1995","8353","5077","249","712","-171"
"6500010                            ","AL","South Alabama Regional Planning Commission","1996","8107","5322","204","2254","-204"
"6500010                            ","AL","South Alabama Regional Planning Commission","1997","8347","5347","218","3320","-44"
"6500010                            ","AL","South Alabama Regional Planning Commission","1998","8594","5491","208","1570","-45"
"6500010                            ","AL","South Alabama Regional Planning Commission","1999","78490","47531","2694","27315","-1676"
"6500010                            ","AL","South Alabama Regional Planning Commission","1999","8538","5433","216","396","-47"
"6500010                            ","AL","South Alabama Regional Planning Commission","2000","2064","1382","199","249","-7"
"6500010                            ","AL","South Alabama Regional Planning Commission","2001","8512","5632","806","378","-373"
"6500010                            ","AL","South Alabama Regional Planning Commission","2002","8223","5793","748","-1513","-300"
"6500010                            ","AL","South Alabama Regional Planning Commission","2003","8043","5794","588","112","-384"
"6500010                            ","AL","South Alabama Regional Planning Commission","2004","8115","6001","810","2044","-428"
"6500010                            ","AL","South Alabama Regional Planning Commission","2005","8301","5951","780","3850","-387"
"6500010                            ","AL","South Alabama Regional Planning Commission","2006","8587","6062","840","6666","-319"
"6500010                            ","AL","South Alabama Regional Planning Commission","2007","9018","5986","726","3688","-61"
"6500010                            ","AL","South Alabama Regional Planning Commission","2008","8815","6058","713","3762","-28"
"6500010                            ","AL","South Alabama Regional Planning Commission","2009","8687","6066","707","2923","-94"
"6500010                            ","AL","South Alabama Regional Planning Commission","2010","1980","1545","187","437","15"
"6500010                            ","AL","South Alabama Regional Planning Commission","2011","8275","6401","842","386","13"
"6500010                            ","AL","South Alabama Regional Planning Commission","2012","8212","6414","979","1401","31"
"6500010                            ","AL","South Alabama Regional Planning Commission","2013","7993","6724","867","2452","65"
"6500010                            ","AL","South Alabama Regional Planning Commission","2014","8315","6737","644","2309","44"
"6500010                            ","AL","South Alabama Regional Planning Commission","2015","8352","6719","781","1672","-8"
"6500010                            ","AL","South Alabama Regional Planning Commission","2016","8372","6864","806","2711","0"
"6500010                            ","AL","South Alabama Regional Planning Commission","2017","8307","7035","484","1731","13"
"6500010                            ","AL","South Alabama Regional Planning Commission","2018","8393","7237","537","3210","2"
"6500010                            ","AL","South Alabama Regional Planning Commission","2019","8160","7453","304","3789","-11"
"6500010                            ","AL","South Alabama Regional Planning Commission","2020","8144","8057","290","4273","-16"
"6500011                            ","AL","South Central Alabama Development Commission","1990","1371","797","23","-259","-114"
"6500011                            ","AL","South Central Alabama Development Commission","1991","5541","3258","111","-152","-89"
"6500011                            ","AL","South Central Alabama Development Commission","1992","5461","3293","79","-6","-156"
"6500011                            ","AL","South Central Alabama Development Commission","1993","5312","3319","73","-11","-97"
"6500011                            ","AL","South Central Alabama Development Commission","1994","5105","3490","90","-434","-94"
"6500011                            ","AL","South Central Alabama Development Commission","1995","5175","3433","98","-1829","-96"
"6500011                            ","AL","South Central Alabama Development Commission","1996","5072","3503","96","-1841","-95"
"6500011                            ","AL","South Central Alabama Development Commission","1997","5093","3218","110","-2103","-16"
"6500011                            ","AL","South Central Alabama Development Commission","1998","5074","3297","147","-2083","-25"
"6500011                            ","AL","South Central Alabama Development Commission","1999","5194","3292","122","-4129","58"
"6500011                            ","AL","South Central Alabama Development Commission","1999","48398","30900","949","-12847","-724"
