"IBRC_Geo_ID","State","District Name","Year","Births","Deaths","Net International Migration","Net Domestic Migration","Residual"
"6500073                            ","IA","Region XII Council of Governments","2007","968","883","77","-460","-2"
"6500073                            ","IA","Region XII Council of Governments","2008","905","874","71","-658","6"
"6500073                            ","IA","Region XII Council of Governments","2009","930","899","78","-561","2"
"6500073                            ","IA","Region XII Council of Governments","2010","253","228","27","31","-9"
"6500073                            ","IA","Region XII Council of Governments","2011","838","877","31","-246","3"
"6500073                            ","IA","Region XII Council of Governments","2012","913","874","22","-644","8"
"6500073                            ","IA","Region XII Council of Governments","2013","803","821","51","-334","-5"
"6500073                            ","IA","Region XII Council of Governments","2014","929","899","45","-403","0"
"6500073                            ","IA","Region XII Council of Governments","2015","881","892","96","-611","2"
"6500073                            ","IA","Region XII Council of Governments","2016","909","868","99","-325","-3"
"6500073                            ","IA","Region XII Council of Governments","2017","878","942","39","-268","2"
"6500073                            ","IA","Region XII Council of Governments","2018","841","872","56","-270","-5"
"6500073                            ","IA","Region XII Council of Governments","2019","806","796","177","-405","-2"
"6500073                            ","IA","Region XII Council of Governments","2020","795","831","135","-541","-3"
"6500074                            ","IA","Siouxland Interstate Metropolitan Planning Council","1990","596","392","24","-88","-21"
"6500074                            ","NE","Siouxland Interstate Metropolitan Planning Council","1990","73","27","15","4","-1"
"6500074                            ","NE","Siouxland Interstate Metropolitan Planning Council","1991","317","150","54","-70","-10"
"6500074                            ","IA","Siouxland Interstate Metropolitan Planning Council","1991","2328","1553","110","-170","-7"
"6500074                            ","IA","Siouxland Interstate Metropolitan Planning Council","1992","2351","1647","189","-21","18"
"6500074                            ","NE","Siouxland Interstate Metropolitan Planning Council","1992","292","138","54","17","-7"
"6500074                            ","NE","Siouxland Interstate Metropolitan Planning Council","1993","345","158","60","215","-10"
"6500074                            ","IA","Siouxland Interstate Metropolitan Planning Council","1993","2330","1675","231","240","26"
"6500074                            ","NE","Siouxland Interstate Metropolitan Planning Council","1994","348","169","80","-16","-7"
"6500074                            ","IA","Siouxland Interstate Metropolitan Planning Council","1994","2337","1618","208","-144","31"
"6500074                            ","NE","Siouxland Interstate Metropolitan Planning Council","1995","317","157","120","103","-12"
"6500074                            ","IA","Siouxland Interstate Metropolitan Planning Council","1995","2363","1674","279","-584","-12"
"6500074                            ","NE","Siouxland Interstate Metropolitan Planning Council","1996","354","156","111","-100","-8"
"6500074                            ","IA","Siouxland Interstate Metropolitan Planning Council","1996","2312","1701","255","-356","-10"
"6500074                            ","IA","Siouxland Interstate Metropolitan Planning Council","1997","2339","1579","238","-1651","-3"
"6500074                            ","NE","Siouxland Interstate Metropolitan Planning Council","1997","359","191","175","-143","-1"
"6500074                            ","IA","Siouxland Interstate Metropolitan Planning Council","1998","2341","1634","263","-1710","-1"
"6500074                            ","NE","Siouxland Interstate Metropolitan Planning Council","1998","356","171","134","-168","-1"
"6500074                            ","NE","Siouxland Interstate Metropolitan Planning Council","1999","3122","1507","919","-79","-62"
"6500074                            ","IA","Siouxland Interstate Metropolitan Planning Council","1999","21650","15093","2051","-5456","10"
"6500074                            ","IA","Siouxland Interstate Metropolitan Planning Council","1999","2353","1620","254","-972","-11"
"6500074                            ","NE","Siouxland Interstate Metropolitan Planning Council","1999","361","190","116","79","-5"
"6500074                            ","IA","Siouxland Interstate Metropolitan Planning Council","2000","524","366","105","-399","-6"
"6500074                            ","NE","Siouxland Interstate Metropolitan Planning Council","2000","89","38","46","-70","-1"
"6500074                            ","NE","Siouxland Interstate Metropolitan Planning Council","2001","361","145","167","-360","-13"
"6500074                            ","IA","Siouxland Interstate Metropolitan Planning Council","2001","2279","1521","421","-2165","-119"
"6500074                            ","NE","Siouxland Interstate Metropolitan Planning Council","2002","403","165","161","-375","-11"
"6500074                            ","IA","Siouxland Interstate Metropolitan Planning Council","2002","2238","1691","362","-1838","-124"
"6500074                            ","IA","Siouxland Interstate Metropolitan Planning Council","2003","2216","1620","291","-1568","-138"
"6500074                            ","NE","Siouxland Interstate Metropolitan Planning Council","2003","399","152","136","-293","-12"
"6500074                            ","NE","Siouxland Interstate Metropolitan Planning Council","2004","422","147","123","-473","-29"
"6500074                            ","IA","Siouxland Interstate Metropolitan Planning Council","2004","2286","1560","288","-1322","-158"
"6500074                            ","IA","Siouxland Interstate Metropolitan Planning Council","2005","2164","1619","277","-2422","-143"
"6500074                            ","NE","Siouxland Interstate Metropolitan Planning Council","2005","411","161","126","-613","-12"
"6500074                            ","IA","Siouxland Interstate Metropolitan Planning Council","2006","2255","1505","286","-1299","-105"
"6500074                            ","NE","Siouxland Interstate Metropolitan Planning Council","2006","380","183","126","-237","-7"
"6500074                            ","IA","Siouxland Interstate Metropolitan Planning Council","2007","2361","1660","260","-1410","-1"
"6500074                            ","NE","Siouxland Interstate Metropolitan Planning Council","2007","410","176","116","-102","-1"
"6500074                            ","NE","Siouxland Interstate Metropolitan Planning Council","2008","399","156","111","-376","8"
"6500074                            ","IA","Siouxland Interstate Metropolitan Planning Council","2008","2254","1463","250","-838","0"
"6500074                            ","NE","Siouxland Interstate Metropolitan Planning Council","2009","349","140","112","-23","14"
"6500074                            ","IA","Siouxland Interstate Metropolitan Planning Council","2009","2222","1518","252","-517","-20"
"6500074                            ","NE","Siouxland Interstate Metropolitan Planning Council","2010","105","63","23","-41","3"
"6500074                            ","IA","Siouxland Interstate Metropolitan Planning Council","2010","551","374","81","-6","-13"
"6500074                            ","IA","Siouxland Interstate Metropolitan Planning Council","2011","2057","1549","229","-658","0"
"6500074                            ","NE","Siouxland Interstate Metropolitan Planning Council","2011","352","172","27","-433","3"
"6500074                            ","NE","Siouxland Interstate Metropolitan Planning Council","2012","381","136","14","-365","7"
"6500074                            ","IA","Siouxland Interstate Metropolitan Planning Council","2012","2131","1603","176","-1320","16"
"6500074                            ","IA","Siouxland Interstate Metropolitan Planning Council","2013","2118","1597","255","-824","7"
"6500074                            ","NE","Siouxland Interstate Metropolitan Planning Council","2013","371","144","13","-192","2"
"6500074                            ","NE","Siouxland Interstate Metropolitan Planning Council","2014","359","176","12","-423","12"
"6500074                            ","IA","Siouxland Interstate Metropolitan Planning Council","2014","2136","1559","262","-1161","10"
"6500074                            ","NE","Siouxland Interstate Metropolitan Planning Council","2015","377","149","14","-241","2"
"6500074                            ","IA","Siouxland Interstate Metropolitan Planning Council","2015","2146","1629","203","-875","-4"
"6500074                            ","NE","Siouxland Interstate Metropolitan Planning Council","2016","345","170","63","-492","1"
"6500074                            ","IA","Siouxland Interstate Metropolitan Planning Council","2016","2092","1551","211","-524","-6"
"6500074                            ","NE","Siouxland Interstate Metropolitan Planning Council","2017","370","199","68","-460","1"
"6500074                            ","IA","Siouxland Interstate Metropolitan Planning Council","2017","2062","1679","194","-1513","1"
"6500074                            ","NE","Siouxland Interstate Metropolitan Planning Council","2018","365","164","34","-230","1"
"6500074                            ","IA","Siouxland Interstate Metropolitan Planning Council","2018","1995","1624","107","-327","-4"
"6500074                            ","NE","Siouxland Interstate Metropolitan Planning Council","2019","354","130","14","-219","0"
"6500074                            ","IA","Siouxland Interstate Metropolitan Planning Council","2019","1935","1588","269","201","-4"
"6500074                            ","IA","Siouxland Interstate Metropolitan Planning Council","2020","1972","1629","217","-598","5"
"6500074                            ","NE","Siouxland Interstate Metropolitan Planning Council","2020","342","136","18","-254","0"
"6500075                            ","IA","Southeast Iowa Regional Planning Commission","1990","397","268","10","-47","-25"
"6500075                            ","IA","Southeast Iowa Regional Planning Commission","1991","1471","1185","12","317","-56"
"6500075                            ","IA","Southeast Iowa Regional Planning Commission","1992","1503","1229","40","-94","-67"
"6500075                            ","IA","Southeast Iowa Regional Planning Commission","1993","1535","1195","21","-192","-49"
"6500075                            ","IA","Southeast Iowa Regional Planning Commission","1994","1412","1277","54","38","-42"
"6500075                            ","IA","Southeast Iowa Regional Planning Commission","1995","1426","1162","43","-181","-51"
"6500075                            ","IA","Southeast Iowa Regional Planning Commission","1996","1387","1282","71","-528","-49"
"6500075                            ","IA","Southeast Iowa Regional Planning Commission","1997","1438","1173","63","-719","-12"
"6500075                            ","IA","Southeast Iowa Regional Planning Commission","1998","1462","1192","71","-273","-17"
"6500075                            ","IA","Southeast Iowa Regional Planning Commission","1999","1445","1201","74","-474","-26"
"6500075                            ","IA","Southeast Iowa Regional Planning Commission","1999","13476","11164","459","-2153","-394"
"6500075                            ","IA","Southeast Iowa Regional Planning Commission","2000","329","321","11","-274","-1"
"6500075                            ","IA","Southeast Iowa Regional Planning Commission","2001","1350","1160","96","-1039","-102"
"6500075                            ","IA","Southeast Iowa Regional Planning Commission","2002","1277","1173","79","-1598","-69"
"6500075                            ","IA","Southeast Iowa Regional Planning Commission","2003","1322","1141","68","-561","-111"
"6500075                            ","IA","Southeast Iowa Regional Planning Commission","2004","1268","1201","74","-692","-105"
"6500075                            ","IA","Southeast Iowa Regional Planning Commission","2005","1287","1221","72","-676","-107"
"6500075                            ","IA","Southeast Iowa Regional Planning Commission","2006","1339","1180","78","-419","-74"
"6500075                            ","IA","Southeast Iowa Regional Planning Commission","2007","1369","1230","65","-178","-14"
"6500075                            ","IA","Southeast Iowa Regional Planning Commission","2008","1360","1151","65","-591","6"
"6500075                            ","IA","Southeast Iowa Regional Planning Commission","2009","1284","1121","66","-615","17"
"6500075                            ","IA","Southeast Iowa Regional Planning Commission","2010","288","316","24","-129","-4"
"6500075                            ","IA","Southeast Iowa Regional Planning Commission","2011","1229","1219","75","-385","-2"
"6500075                            ","IA","Southeast Iowa Regional Planning Commission","2012","1237","1199","53","-207","-6"
"6500075                            ","IA","Southeast Iowa Regional Planning Commission","2013","1266","1227","99","-250","2"
"6500075                            ","IA","Southeast Iowa Regional Planning Commission","2014","1270","1256","118","-891","10"
"6500075                            ","IA","Southeast Iowa Regional Planning Commission","2015","1266","1208","95","-479","-2"
"6500075                            ","IA","Southeast Iowa Regional Planning Commission","2016","1259","1209","114","-918","-1"
"6500075                            ","IA","Southeast Iowa Regional Planning Commission","2017","1178","1250","116","-366","-1"
"6500075                            ","IA","Southeast Iowa Regional Planning Commission","2018","1234","1201","67","-659","-1"
"6500075                            ","IA","Southeast Iowa Regional Planning Commission","2019","1105","1203","94","-749","1"
"6500075                            ","IA","Southeast Iowa Regional Planning Commission","2020","1098","1273","82","-596","-1"
"6500076                            ","IA","Southern Iowa Council of Governments, Inc.","1990","194","201","3","-33","1"
"6500076                            ","IA","Southern Iowa Council of Governments, Inc.","1991","779","911","0","-219","-51"
"6500076                            ","IA","Southern Iowa Council of Governments, Inc.","1992","792","896","9","196","-40"
"6500076                            ","IA","Southern Iowa Council of Governments, Inc.","1993","719","898","18","138","-35"
"6500076                            ","IA","Southern Iowa Council of Governments, Inc.","1994","760","921","4","3","-27"
"6500076                            ","IA","Southern Iowa Council of Governments, Inc.","1995","730","866","12","638","-36"
"6500076                            ","IA","Southern Iowa Council of Governments, Inc.","1996","758","874","11","466","-23"
"6500076                            ","IA","Southern Iowa Council of Governments, Inc.","1997","737","912","5","-26","-12"
"6500076                            ","IA","Southern Iowa Council of Governments, Inc.","1998","729","921","10","490","-17"
"6500076                            ","IA","Southern Iowa Council of Governments, Inc.","1999","6938","8329","75","2060","-246"
"6500076                            ","IA","Southern Iowa Council of Governments, Inc.","1999","740","929","3","407","-6"
"6500076                            ","IA","Southern Iowa Council of Governments, Inc.","2000","174","206","1","33","-6"
"6500076                            ","IA","Southern Iowa Council of Governments, Inc.","2001","788","827","22","-283","-63"
"6500076                            ","IA","Southern Iowa Council of Governments, Inc.","2002","761","867","19","-263","-58"
"6500076                            ","IA","Southern Iowa Council of Governments, Inc.","2003","825","847","10","-189","-74"
"6500076                            ","IA","Southern Iowa Council of Governments, Inc.","2004","781","785","19","100","-58"
"6500076                            ","IA","Southern Iowa Council of Governments, Inc.","2005","811","823","18","-320","-59"
"6500076                            ","IA","Southern Iowa Council of Governments, Inc.","2006","903","810","19","93","-49"
"6500076                            ","IA","Southern Iowa Council of Governments, Inc.","2007","853","837","15","-201","0"
"6500076                            ","IA","Southern Iowa Council of Governments, Inc.","2008","896","793","8","-317","5"
"6500076                            ","IA","Southern Iowa Council of Governments, Inc.","2009","882","786","15","-311","14"
"6500076                            ","IA","Southern Iowa Council of Governments, Inc.","2010","234","224","10","-7","0"
"6500076                            ","IA","Southern Iowa Council of Governments, Inc.","2011","721","842","29","-285","-1"
"6500076                            ","IA","Southern Iowa Council of Governments, Inc.","2012","752","778","18","-279","1"
"6500076                            ","IA","Southern Iowa Council of Governments, Inc.","2013","778","835","65","-436","1"
"6500076                            ","IA","Southern Iowa Council of Governments, Inc.","2014","786","837","62","-24","1"
"6500076                            ","IA","Southern Iowa Council of Governments, Inc.","2015","740","820","52","-373","7"
"6500076                            ","IA","Southern Iowa Council of Governments, Inc.","2016","786","834","80","-231","-3"
"6500076                            ","IA","Southern Iowa Council of Governments, Inc.","2017","782","794","80","174","1"
"6500076                            ","IA","Southern Iowa Council of Governments, Inc.","2018","766","836","54","-57","-5"
"6500076                            ","IA","Southern Iowa Council of Governments, Inc.","2019","766","704","107","-275","1"
"6500076                            ","IA","Southern Iowa Council of Governments, Inc.","2020","751","754","85","-223","-8"
"6500077                            ","IA","Southwest Iowa Planning Council","1990","237","257","7","-2","-13"
"6500077                            ","IA","Southwest Iowa Planning Council","1991","1004","1067","6","-158","-49"
"6500077                            ","IA","Southwest Iowa Planning Council","1992","988","1056","5","-177","-51"
"6500077                            ","IA","Southwest Iowa Planning Council","1993","949","1080","7","282","-42"
"6500077                            ","IA","Southwest Iowa Planning Council","1994","887","1058","23","336","-32"
"6500077                            ","IA","Southwest Iowa Planning Council","1995","936","1060","16","-91","-38"
"6500077                            ","IA","Southwest Iowa Planning Council","1996","884","1120","12","826","-32"
"6500077                            ","IA","Southwest Iowa Planning Council","1997","826","1174","14","158","-19"
"6500077                            ","IA","Southwest Iowa Planning Council","1998","857","1110","4","-11","-23"
"6500077                            ","IA","Southwest Iowa Planning Council","1999","8395","10187","97","799","-303"
"6500077                            ","IA","Southwest Iowa Planning Council","1999","827","1205","3","-364","-4"
"6500077                            ","IA","Southwest Iowa Planning Council","2000","205","218","3","-31","-3"
"6500077                            ","IA","Southwest Iowa Planning Council","2001","874","1001","29","-622","-70"
"6500077                            ","IA","Southwest Iowa Planning Council","2002","798","1092","22","-980","-57"
"6500077                            ","IA","Southwest Iowa Planning Council","2003","874","1011","12","-239","-97"
"6500077                            ","IA","Southwest Iowa Planning Council","2004","794","990","25","-303","-69"
"6500077                            ","IA","Southwest Iowa Planning Council","2005","783","947","16","-236","-72"
"6500077                            ","IA","Southwest Iowa Planning Council","2006","880","974","22","31","-51"
"6500077                            ","IA","Southwest Iowa Planning Council","2007","882","916","17","-468","-5"
"6500077                            ","IA","Southwest Iowa Planning Council","2008","896","933","11","-1063","20"
"6500077                            ","IA","Southwest Iowa Planning Council","2009","835","984","12","-348","2"
"6500077                            ","IA","Southwest Iowa Planning Council","2010","208","307","8","-28","-10"
"6500077                            ","IA","Southwest Iowa Planning Council","2011","768","986","15","-430","2"
"6500077                            ","IA","Southwest Iowa Planning Council","2012","788","965","16","-693","16"
"6500077                            ","IA","Southwest Iowa Planning Council","2013","777","938","40","-649","10"
"6500077                            ","IA","Southwest Iowa Planning Council","2014","804","941","37","-272","-7"
"6500077                            ","IA","Southwest Iowa Planning Council","2015","799","1035","20","-404","-3"
"6500077                            ","IA","Southwest Iowa Planning Council","2016","792","963","45","-367","0"
"6500077                            ","IA","Southwest Iowa Planning Council","2017","766","959","38","-21","-4"
"6500077                            ","IA","Southwest Iowa Planning Council","2018","739","965","23","-181","-2"
"6500077                            ","IA","Southwest Iowa Planning Council","2019","736","942","52","-313","-3"
"6500077                            ","IA","Southwest Iowa Planning Council","2020","721","964","41","-183","-1"
"6500078                            ","IA","Upper Explorerland Regional Planning Commission","1990","316","220","12","-61","-66"
"6500078                            ","IA","Upper Explorerland Regional Planning Commission","1991","1036","1008","26","218","8"
"6500078                            ","IA","Upper Explorerland Regional Planning Commission","1992","1124","962","23","-231","-48"
"6500078                            ","IA","Upper Explorerland Regional Planning Commission","1993","1044","942","20","0","-33"
"6500078                            ","IA","Upper Explorerland Regional Planning Commission","1994","975","942","27","-244","-31"
"6500078                            ","IA","Upper Explorerland Regional Planning Commission","1995","1029","961","19","36","-49"
"6500078                            ","IA","Upper Explorerland Regional Planning Commission","1996","959","943","30","-41","-45"
"6500078                            ","IA","Upper Explorerland Regional Planning Commission","1997","905","972","14","-185","-17"
"6500078                            ","IA","Upper Explorerland Regional Planning Commission","1998","935","930","40","-53","-21"
"6500078                            ","IA","Upper Explorerland Regional Planning Commission","1999","907","990","11","-404","-16"
"6500078                            ","IA","Upper Explorerland Regional Planning Commission","1999","9230","8870","222","-965","-318"
"6500078                            ","IA","Upper Explorerland Regional Planning Commission","2000","228","218","13","-160","2"
"6500078                            ","IA","Upper Explorerland Regional Planning Commission","2001","846","1001","130","-797","-75"
"6500078                            ","IA","Upper Explorerland Regional Planning Commission","2002","928","972","103","-699","-72"
"6500078                            ","IA","Upper Explorerland Regional Planning Commission","2003","869","911","91","-424","-100"
"6500078                            ","IA","Upper Explorerland Regional Planning Commission","2004","917","900","72","-406","-75"
"6500078                            ","IA","Upper Explorerland Regional Planning Commission","2005","970","920","72","-329","-85"
"6500078                            ","IA","Upper Explorerland Regional Planning Commission","2006","974","857","69","-609","-63"
"6500078                            ","IA","Upper Explorerland Regional Planning Commission","2007","1024","908","64","-619","-2"
"6500078                            ","IA","Upper Explorerland Regional Planning Commission","2008","949","896","58","-535","5"
"6500078                            ","IA","Upper Explorerland Regional Planning Commission","2009","961","874","62","-439","7"
"6500078                            ","IA","Upper Explorerland Regional Planning Commission","2010","220","161","26","-79","-4"
"6500078                            ","IA","Upper Explorerland Regional Planning Commission","2011","828","907","75","-136","-1"
"6500078                            ","IA","Upper Explorerland Regional Planning Commission","2012","867","851","41","-411","1"
"6500078                            ","IA","Upper Explorerland Regional Planning Commission","2013","899","967","57","-785","3"
"6500078                            ","IA","Upper Explorerland Regional Planning Commission","2014","862","889","67","-528","4"
"6500078                            ","IA","Upper Explorerland Regional Planning Commission","2015","883","923","74","-395","-2"
"6500078                            ","IA","Upper Explorerland Regional Planning Commission","2016","850","906","81","-800","2"
"6500078                            ","IA","Upper Explorerland Regional Planning Commission","2017","908","933","64","-580","0"
"6500078                            ","IA","Upper Explorerland Regional Planning Commission","2018","881","978","28","-242","-2"
"6500078                            ","IA","Upper Explorerland Regional Planning Commission","2019","877","874","84","-404","-3"
"6500078                            ","IA","Upper Explorerland Regional Planning Commission","2020","858","957","59","-577","-5"
"6500079                            ","ID","Clearwater Economic Development Association","1990","314","152","12","49","-50"
"6500079                            ","ID","Clearwater Economic Development Association","1991","1245","760","35","830","24"
"6500079                            ","ID","Clearwater Economic Development Association","1992","1204","822","82","675","-20"
"6500079                            ","ID","Clearwater Economic Development Association","1993","1225","794","22","1043","-26"
"6500079                            ","ID","Clearwater Economic Development Association","1994","1193","825","52","1627","-13"
"6500079                            ","ID","Clearwater Economic Development Association","1995","1193","806","60","669","-18"
"6500079                            ","ID","Clearwater Economic Development Association","1996","1217","816","76","-194","-14"
"6500079                            ","ID","Clearwater Economic Development Association","1997","1172","844","75","344","4"
"6500079                            ","ID","Clearwater Economic Development Association","1998","1179","883","40","-954","12"
"6500079                            ","ID","Clearwater Economic Development Association","1999","1217","865","17","-467","-6"
"6500079                            ","ID","Clearwater Economic Development Association","1999","11159","7567","471","3622","-107"
"6500079                            ","ID","Clearwater Economic Development Association","2000","298","209","23","-283","-4"
"6500079                            ","ID","Clearwater Economic Development Association","2001","1119","906","112","-757","162"
"6500079                            ","ID","Clearwater Economic Development Association","2002","1168","898","100","-455","102"
"6500079                            ","ID","Clearwater Economic Development Association","2003","1071","944","82","520","100"
"6500079                            ","ID","Clearwater Economic Development Association","2004","1207","980","89","232","133"
"6500079                            ","ID","Clearwater Economic Development Association","2005","1065","881","93","41","122"
"6500079                            ","ID","Clearwater Economic Development Association","2006","1173","884","97","450","144"
"6500079                            ","ID","Clearwater Economic Development Association","2007","1156","900","83","-369","174"
"6500079                            ","ID","Clearwater Economic Development Association","2008","1211","960","82","156","190"
"6500079                            ","ID","Clearwater Economic Development Association","2009","1208","967","81","290","26"
"6500079                            ","ID","Clearwater Economic Development Association","2010","284","241","5","28","-8"
"6500079                            ","ID","Clearwater Economic Development Association","2011","1186","1038","150","467","-2"
"6500079                            ","ID","Clearwater Economic Development Association","2012","1181","1010","81","52","-13"
"6500079                            ","ID","Clearwater Economic Development Association","2013","1219","1078","175","-82","-8"
"6500079                            ","ID","Clearwater Economic Development Association","2014","1194","1115","172","162","-20"
"6500079                            ","ID","Clearwater Economic Development Association","2015","1179","1009","330","-41","-7"
"6500079                            ","ID","Clearwater Economic Development Association","2016","1183","1089","379","83","1"
"6500079                            ","ID","Clearwater Economic Development Association","2017","1193","1140","243","796","-1"
"6500079                            ","ID","Clearwater Economic Development Association","2018","1124","1068","81","128","-3"
"6500079                            ","ID","Clearwater Economic Development Association","2019","1108","1016","101","546","-4"
"6500079                            ","ID","Clearwater Economic Development Association","2020","1088","1050","80","771","1"
"6500080                            ","ID","East-Central Idaho Planning and Development Association","1990","688","194","63","80","-11"
"6500080                            ","ID","East-Central Idaho Planning and Development Association","1991","2678","838","216","1067","175"
"6500080                            ","ID","East-Central Idaho Planning and Development Association","1992","2609","835","222","1314","171"
"6500080                            ","ID","East-Central Idaho Planning and Development Association","1993","2718","891","262","-155","184"
"6500080                            ","ID","East-Central Idaho Planning and Development Association","1994","2636","921","306","-161","166"
"6500080                            ","ID","East-Central Idaho Planning and Development Association","1995","2632","967","345","-172","215"
"6500080                            ","ID","East-Central Idaho Planning and Development Association","1996","2514","994","379","-1679","211"
"6500080                            ","ID","East-Central Idaho Planning and Development Association","1997","2668","970","353","-864","239"
"6500080                            ","ID","East-Central Idaho Planning and Development Association","1998","2683","971","397","-753","169"
"6500080                            ","ID","East-Central Idaho Planning and Development Association","1999","24599","8572","2965","-2504","1536"
"6500080                            ","ID","East-Central Idaho Planning and Development Association","1999","2773","991","422","-1181","17"
"6500080                            ","ID","East-Central Idaho Planning and Development Association","2000","701","227","58","-136","3"
"6500080                            ","ID","East-Central Idaho Planning and Development Association","2001","2874","1113","348","-860","242"
"6500080                            ","ID","East-Central Idaho Planning and Development Association","2002","2879","1146","340","408","769"
"6500080                            ","ID","East-Central Idaho Planning and Development Association","2003","3071","1143","294","1582","-91"
"6500080                            ","ID","East-Central Idaho Planning and Development Association","2004","3386","1178","290","2934","499"
"6500080                            ","ID","East-Central Idaho Planning and Development Association","2005","3634","1112","311","1736","-135"
"6500080                            ","ID","East-Central Idaho Planning and Development Association","2006","3755","1155","310","2261","311"
"6500080                            ","ID","East-Central Idaho Planning and Development Association","2007","4088","1208","278","2077","23"
"6500080                            ","ID","East-Central Idaho Planning and Development Association","2008","4310","1188","273","2049","458"
"6500080                            ","ID","East-Central Idaho Planning and Development Association","2009","4257","1241","278","261","18"
"6500080                            ","ID","East-Central Idaho Planning and Development Association","2010","1063","334","-2","-219","4"
"6500080                            ","ID","East-Central Idaho Planning and Development Association","2011","4052","1274","122","-1518","0"
"6500080                            ","ID","East-Central Idaho Planning and Development Association","2012","3977","1394","66","-2163","37"
"6500080                            ","ID","East-Central Idaho Planning and Development Association","2013","3990","1363","113","-2161","41"
"6500080                            ","ID","East-Central Idaho Planning and Development Association","2014","3850","1390","79","-1220","-9"
"6500080                            ","ID","East-Central Idaho Planning and Development Association","2015","4128","1458","302","-898","6"
"6500080                            ","ID","East-Central Idaho Planning and Development Association","2016","3932","1482","303","1708","2"
"6500080                            ","ID","East-Central Idaho Planning and Development Association","2017","3930","1522","199","1573","-1"
"6500080                            ","ID","East-Central Idaho Planning and Development Association","2018","3871","1619","48","1024","1"
"6500080                            ","ID","East-Central Idaho Planning and Development Association","2019","3833","1559","93","2092","-10"
"6500080                            ","ID","East-Central Idaho Planning and Development Association","2020","3854","1581","77","1816","-21"
"6500081                            ","ID","Panhandle Area Council, Inc.","1990","457","281","1","615","14"
"6500081                            ","ID","Panhandle Area Council, Inc.","1991","1844","1122","15","4042","-51"
"6500081                            ","ID","Panhandle Area Council, Inc.","1992","1812","1183","77","3715","-101"
"6500081                            ","ID","Panhandle Area Council, Inc.","1993","1887","1240","58","6412","-117"
"6500081                            ","ID","Panhandle Area Council, Inc.","1994","2010","1228","89","6733","-161"
"6500081                            ","ID","Panhandle Area Council, Inc.","1995","1967","1298","92","5537","36"
"6500081                            ","ID","Panhandle Area Council, Inc.","1996","2112","1301","62","3993","4"
"6500081                            ","ID","Panhandle Area Council, Inc.","1997","2105","1352","94","3309","10"
"6500081                            ","ID","Panhandle Area Council, Inc.","1998","2129","1389","100","2282","-13"
"6500081                            ","ID","Panhandle Area Council, Inc.","1999","2187","1383","80","3181","96"
"6500081                            ","ID","Panhandle Area Council, Inc.","1999","18510","11777","668","39819","-283"
"6500081                            ","ID","Panhandle Area Council, Inc.","2000","621","389","8","822","-28"
"6500081                            ","ID","Panhandle Area Council, Inc.","2001","2320","1546","73","961","-165"
"6500081                            ","ID","Panhandle Area Council, Inc.","2002","2223","1571","62","1981","-140"
"6500081                            ","ID","Panhandle Area Council, Inc.","2003","2252","1552","32","2974","-73"
"6500081                            ","ID","Panhandle Area Council, Inc.","2004","2299","1620","49","4799","-283"
"6500081                            ","ID","Panhandle Area Council, Inc.","2005","2331","1772","36","5817","-142"
"6500081                            ","ID","Panhandle Area Council, Inc.","2006","2398","1574","41","4109","-118"
"6500081                            ","ID","Panhandle Area Council, Inc.","2007","2576","1634","33","3443","44"
"6500081                            ","ID","Panhandle Area Council, Inc.","2008","2588","1794","38","2769","28"
"6500081                            ","ID","Panhandle Area Council, Inc.","2009","2657","1822","33","1055","80"
"6500081                            ","ID","Panhandle Area Council, Inc.","2010","604","458","-6","267","-2"
"6500081                            ","ID","Panhandle Area Council, Inc.","2011","2474","2014","63","1107","10"
"6500081                            ","ID","Panhandle Area Council, Inc.","2012","2405","2046","27","372","-13"
"6500081                            ","ID","Panhandle Area Council, Inc.","2013","2487","2036","-11","1506","2"
"6500081                            ","ID","Panhandle Area Council, Inc.","2014","2570","2109","-11","2749","60"
"6500081                            ","ID","Panhandle Area Council, Inc.","2015","2594","2172","81","3059","20"
"6500081                            ","ID","Panhandle Area Council, Inc.","2016","2624","2232","22","4419","9"
"6500081                            ","ID","Panhandle Area Council, Inc.","2017","2681","2352","-14","5821","27"
"6500081                            ","ID","Panhandle Area Council, Inc.","2018","2535","2392","-71","5003","7"
"6500081                            ","ID","Panhandle Area Council, Inc.","2019","2569","2386","-63","5775","-18"
"6500081                            ","ID","Panhandle Area Council, Inc.","2020","2591","2629","-43","6621","-39"
"6500082                            ","ID","Region IV Development Association Inc","1990","573","242","61","279","6"
"6500082                            ","ID","Region IV Development Association Inc","1991","2335","1129","190","1450","-77"
"6500082                            ","ID","Region IV Development Association Inc","1992","2345","1174","249","1491","-80"
"6500082                            ","ID","Region IV Development Association Inc","1993","2389","1191","318","1252","-56"
"6500082                            ","ID","Region IV Development Association Inc","1994","2359","1249","369","2041","-75"
"6500082                            ","ID","Region IV Development Association Inc","1995","2286","1273","365","1256","-60"
"6500082                            ","ID","Region IV Development Association Inc","1996","2443","1236","544","875","-54"
"6500082                            ","ID","Region IV Development Association Inc","1997","2405","1280","590","226","-19"
"6500082                            ","ID","Region IV Development Association Inc","1998","2516","1254","677","-1111","-7"
"6500082                            ","ID","Region IV Development Association Inc","1999","2497","1308","913","-554","-26"
"6500082                            ","ID","Region IV Development Association Inc","1999","22148","11336","4276","7205","-448"
"6500082                            ","ID","Region IV Development Association Inc","2000","682","317","156","-303","-9"
